0, 140, 974
0, 1116, 946
0, 2064, 1
0, 2068, 682
0, 2752, 509
1, 96392, 512
0, 3264, 502
1, 96904, 512
0, 3768, 1114
1, 97416, 1024
0, 4884, 363
0, 5248, 139
0, 5388, 1312
1, 98440, 512
0, 6700, 470
1, 98952, 1024
0, 7172, 1223
1, 99976, 1536
0, 8396, 1312
1, 101512, 512
0, 9708, 1152
1, 102024, 512
0, 10860, 119
1, 102536, 3105
0, 105641, 1
1, 105641, 1
0, 10980, 1312
1, 103060, 2
0, 12292, 1728
1, 105640, 480
0, 14020, 576
1, 106120, 512
0, 14596, 1152
1, 106632, 512
0, 15748, 576
1, 107144, 512
0, 16324, 576
1, 107656, 512
0, 16900, 576
1, 108168, 512
0, 17476, 576
1, 108680, 1024
0, 18052, 576
1, 109704, 512
0, 18628, 576
1, 110216, 512
0, 19204, 487
1, 110728, 3149
0, 19692, 1312
1, 105640, 2
0, 21004, 639
0, 21644, 2464
1, 113876, 436
0, 24108, 1728
1, 114312, 512
0, 25836, 765
1, 114824, 2800
0, 117624, 1
1, 117624, 1
0, 26604, 329
1, 115768, 2
0, 26936, 3108
1, 117624, 272
0, 30044, 576
1, 117896, 512
0, 30620, 576
1, 118408, 512
0, 31196, 576
1, 118920, 512
0, 31772, 576
1, 119432, 512
0, 32348, 576
1, 119944, 512
0, 32924, 576
1, 120456, 512
0, 33500, 576
1, 120968, 512
0, 34076, 576
1, 121480, 512
0, 34652, 576
1, 121992, 1024
0, 35228, 576
1, 123016, 512
0, 35804, 327
1, 123528, 3290
0, 126818, 1
1, 126818, 1
0, 36132, 1
1, 117746, 2
0, 36136, 1
0, 36140, 3
0, 36144, 550
0, 36696, 3601
0, 40300, 250
0, 40552, 2948
1, 126818, 294
0, 43500, 1152
1, 127112, 512
0, 44652, 576
1, 127624, 1024
0, 45228, 113
1, 128648, 3153
0, 45344, 500
1, 127522, 2
0, 45844, 50
0, 45896, 5
0, 45904, 110
0, 46016, 250
0, 46268, 25
0, 46296, 878
0, 47176, 106
0, 47284, 19
0, 47304, 477
0, 47784, 2984
1, 131800, 432
0, 50768, 576
1, 132232, 512
0, 51344, 576
1, 132744, 512
0, 51920, 576
1, 133256, 512
0, 52496, 576
1, 133768, 512
0, 53072, 576
1, 134280, 512
0, 53648, 576
1, 134792, 512
0, 54224, 576
1, 135304, 512
0, 54800, 576
1, 135816, 1024
0, 55376, 576
1, 136840, 512
0, 55952, 576
1, 137352, 512
0, 56528, 576
1, 137864, 512
0, 57104, 576
1, 138376, 1024
0, 57680, 576
1, 139400, 512
0, 58256, 576
1, 139912, 512
0, 58832, 576
1, 140424, 512
0, 59408, 576
1, 140936, 512
0, 59984, 576
1, 141448, 512
0, 60560, 539
1, 141960, 3534
0, 61100, 1312
1, 132970, 2
0, 62412, 1728
1, 145492, 52
0, 64140, 576
1, 145544, 512
0, 64716, 576
1, 146056, 512
0, 65292, 576
1, 146568, 512
0, 65868, 576
1, 147080, 512
0, 66444, 576
1, 147592, 512
0, 67020, 576
1, 148104, 512
0, 67596, 423
1, 148616, 3784
0, 152400, 1
1, 152400, 1
0, 68020, 1312
1, 145492, 2
0, 69332, 1728
1, 152400, 312
0, 71060, 1152
1, 152712, 512
0, 72212, 576
1, 153224, 512
0, 72788, 576
1, 153736, 512
0, 73364, 576
1, 154248, 1024
0, 73940, 576
1, 155272, 512
0, 74516, 576
1, 155784, 512
0, 75092, 576
1, 156296, 512
0, 75668, 576
1, 156808, 1024
0, 76244, 576
1, 157832, 512
0, 76820, 576
1, 158344, 512
0, 77396, 576
1, 158856, 512
0, 77972, 576
1, 159368, 512
0, 78548, 576
1, 159880, 512
0, 79124, 576
1, 160392, 512
0, 79700, 576
1, 160904, 512
0, 80276, 576
1, 161416, 512
0, 80852, 576
1, 161928, 512
0, 81428, 576
1, 162440, 1024
0, 82004, 576
1, 163464, 512
0, 82580, 576
1, 163976, 512
0, 83156, 576
1, 164488, 512
0, 83732, 576
1, 165000, 512
0, 84308, 576
1, 165512, 512
0, 84884, 576
1, 166024, 512
0, 85460, 576
1, 166536, 512
0, 86036, 576
1, 167048, 512
0, 86612, 576
1, 167560, 512
0, 87188, 576
1, 168072, 1024
0, 87764, 576
1, 169096, 512
0, 88340, 576
1, 169608, 512
0, 88916, 576
1, 170120, 512
0, 89492, 64
1, 170632, 3139
0, 89556, 1312
1, 152400, 2
0, 90868, 306
0, 91176, 1312
1, 173770, 446
0, 92488, 576
1, 174216, 512
0, 93064, 1152
1, 174728, 512
0, 94216, 576
1, 175240, 1024
0, 94792, 576
1, 176264, 512
0, 95368, 576
1, 176776, 512
0, 95944, 447
1, 177288, 3220
0, 180508, 1
1, 180508, 1
1, 175306, 2
1, 180508, 3
0, 180511, 1
1, 180511, 1
