, 4092, 10
0, 61070, 20
0, 61042, 14
0, 61090, 2
0, 61056, 14
0, 61092, 2
0, 61148, 18
0, 61094, 12
0, 61166, 2
0, 61106, 16
0, 61168, 2
0, 61122, 24
0, 61170, 2
0, 61146, 2
0, 61234, 18
0, 61172, 16
0, 61252, 2
0, 61188, 24
0, 61254, 2
0, 61212, 20
0, 61256, 2
0, 61232, 2
0, 61308, 18
0, 61258, 16
0, 61326, 2
0, 61274, 22
0, 61328, 2
0, 61296, 12
0, 61330, 2
0, 61376, 18
0, 61332, 10
0, 61394, 2
0, 61342, 14
0, 61396, 2
0, 61356, 12
0, 61398, 2
0, 61368, 8
0, 61514, 18
0, 61400, 20
0, 61532, 2
0, 61420, 38
0, 61534, 2
0, 61458, 44
0, 61536, 2
0, 61502, 12
0, 61714, 18
0, 61538, 28
0, 61732, 2
0, 61566, 52
0, 61734, 2
0, 61618, 62
0, 61736, 2
0, 61680, 34
0, 61846, 18
0, 61738, 8
0, 61864, 2
0, 61746, 36
0, 61866, 2
0, 61782, 30
0, 61868, 2
0, 61812, 32
0, 61870, 2
0, 61844, 2
0, 62066, 18
0, 61872, 50
0, 62084, 2
0, 61922, 58
0, 62086, 2
0, 61980, 58
0, 62088, 2
0, 62038, 28
0, 62308, 18
0, 62090, 22
0, 62326, 2
0, 62112, 52
0, 62328, 2
0, 62164, 52
0, 62330, 2
0, 62216, 90
0, 62332, 2
0, 62306, 2
0, 62464, 18
0, 62334, 14
0, 62482, 2
0, 62348, 38
0, 62484, 2
0, 62386, 38
0, 62486, 2
0, 62424, 40
0, 62488, 2
0, 62632, 18
0, 62490, 22
0, 62650, 2
0, 62512, 44
0, 62652, 2
0, 62556, 38
0, 62654, 2
0, 62594, 38
0, 62656, 2
0, 62788, 18
0, 62658, 46
0, 62806, 2
0, 62704, 44
0, 62808, 2
0, 62748, 32
0, 62810, 2
0, 62780, 8
0, 62812, 36
0, 62880, 18
0, 62848, 16
0, 62898, 2
0, 62864, 16
0, 62900, 6
0, 62912, 20
0, 62906, 6
0, 62932, 6
0, 62942, 18
0, 62938, 2
0, 62960, 2
0, 62940, 2
0, 62962, 22
0, 63050, 18
0, 62984, 4
0, 63068, 2
0, 62988, 4
0, 63070, 2
0, 62992, 48
0, 63072, 2
0, 63040, 10
0, 63078, 18
0, 63074, 2
0, 63096, 2
0, 63076, 2
0, 63098, 26
0, 63126, 18
0, 63124, 2
0, 63144, 8
0, 63156, 18
0, 63152, 2
0, 63174, 2
0, 63154, 2
0, 63176, 2
0, 63204, 18
0, 63178, 6
0, 63222, 2
0, 63184, 10
0, 63224, 2
0, 63194, 10
0, 63226, 44
0, 63336, 20
0, 63270, 22
0, 63356, 2
0, 63292, 34
0, 63358, 2
0, 63326, 10
0, 63360, 2
0, 63394, 20
0, 63362, 16
0, 63414, 2
0, 63378, 12
0, 63416, 2
0, 63390, 4
0, 63448, 18
0, 63418, 16
0, 63466, 2
0, 63434, 8
0, 63468, 2
0, 63442, 6
0, 63470, 2
0, 63500, 18
0, 63472, 8
0, 63518, 2
0, 63480, 8
0, 63520, 2
0, 63488, 12
0, 63522, 2
0, 63560, 18
0, 63524, 12
0, 63578, 2
0, 63536, 16
0, 63580, 2
0, 63552, 8
0, 63582, 2
0, 63596, 18
0, 63584, 2
0, 63614, 2
0, 63586, 10
0, 63616, 6
0, 63628, 20
0, 63622, 6
0, 63648, 28
0, 63710, 18
0, 63676, 4
0, 63728, 2
0, 63680, 2
0, 63730, 2
0, 63682, 2
0, 63732, 2
0, 63684, 26
0, 63734, 2
0, 63796, 18
0, 63736, 14
0, 63814, 2
0, 63750, 2
0, 63816, 2
0, 63752, 38
0, 63818, 2
0, 63790, 6
0, 63846, 18
0, 63820, 18
0, 63864, 2
0, 63838, 8
0, 63866, 4
0, 63970, 18
0, 63870, 4
0, 63988, 2
0, 63874, 4
0, 63990, 2
0, 63878, 2
0, 63992, 2
0, 63880, 90
0, 63994, 2
0, 64120, 18
0, 63996, 14
0, 64138, 2
0, 64010, 44
0, 64140, 2
0, 64054, 42
0, 64142, 2
0, 64096, 24
0, 64144, 2
0, 64276, 18
0, 64146, 14
0, 64294, 2
0, 64160, 44
0, 64296, 2
0, 64204, 40
0, 64298, 2
0, 64244, 32
0, 64300, 2
0, 64438, 20
0, 64302, 50
0, 64458, 2
0, 64352, 32
0, 64460, 2
0, 64384, 48
0, 64462, 2
0, 64432, 6
0, 64648, 18
0, 64464, 6
0, 64666, 2
0, 64470, 80
0, 64668, 2
0, 64550, 44
0, 64670, 2
0, 64594, 54
0, 64672, 2
0, 64826, 18
0, 64674, 38
0, 64844, 2
0, 64712, 46
0, 64846, 2
0, 64758, 48
0, 64848, 2
0, 64806, 20
0, 64976, 18
0, 64850, 42
0, 64994, 2
0, 64892, 44
0, 64996, 2
0, 64936, 34
0, 64998, 2
0, 64970, 6
0, 65000, 6
0, 65116, 18
0, 65006, 18
0, 65134, 2
0, 65024, 42
0, 65136, 2
0, 65066, 34
0, 65138, 2
0, 65100, 16
0, 65270, 18
0, 65140, 4
0, 65288, 2
0, 65144, 30
0, 65290, 2
0, 65174, 38
0, 65292, 2
0, 65212, 44
0, 65294, 2
0, 65256, 14
0, 65478, 18
0, 65296, 28
0, 65496, 2
0, 65324, 46
0, 65498, 2
0, 65370, 54
0, 65500, 2
0, 65424, 54
0, 65502, 2
0, 65666, 18
0, 65504, 30
0, 65684, 2
0, 65534, 50
0, 65686, 2
0, 65584, 48
0, 65688, 2
0, 65632, 34
0, 65690, 2
0, 65798, 18
0, 65692, 20
0, 65816, 2
0, 65712, 42
0, 65818, 2
0, 65754, 40
0, 65820, 2
0, 65794, 4
0, 65874, 18
0, 65822, 8
0, 65892, 2
0, 65830, 16
0, 65894, 2
0, 65846, 24
0, 65896, 2
0, 65870, 4
0, 65978, 18
0, 65898, 16
0, 65996, 2
0, 65914, 18
0, 65998, 2
0, 65932, 14
0, 66000, 2
0, 65946, 32
0, 66064, 18
0, 66002, 16
0, 66082, 2
0, 66018, 20
0, 66084, 2
0, 66038, 26
0, 66086, 2
0, 66146, 18
0, 66088, 4
0, 66164, 2
0, 66092, 20
0, 66166, 2
0, 66112, 16
0, 66168, 2
0, 66128, 18
0, 66170, 2
0, 66206, 18
0, 66172, 2
0, 66224, 2
0, 66174, 12
0, 66226, 2
0, 66186, 20
0, 66228, 2
0, 66288, 18
0, 66230, 16
0, 66306, 2
0, 66246, 26
0, 66308, 2
0, 66272, 16
0, 66310, 2
0, 66380, 18
0, 66312, 18
0, 66398, 2
0, 66330, 30
0, 66400, 2
0, 66360, 20
0, 66402, 2
0, 66444, 18
0, 66404, 10
0, 66462, 2
0, 66414, 16
0, 66464, 2
0, 66430, 12
0, 66466, 2
0, 66442, 2
0, 66468, 2
0, 66500, 18
0, 66470, 10
0, 66518, 2
0, 66480, 10
0, 66520, 2
0, 66490, 10
0, 66522, 2
0, 66616, 18
0, 66524, 36
0, 66634, 2
0, 66560, 16
0, 66636, 2
0, 66576, 20
0, 66638, 2
0, 66596, 20
0, 66704, 18
0, 66640, 2
0, 66722, 2
0, 66642, 22
0, 66724, 2
0, 66664, 24
0, 66726, 2
0, 66688, 16
0, 66728, 2
0, 66804, 18
0, 66730, 16
0, 66822, 2
0, 66746, 20
0, 66824, 2
0, 66766, 36
0, 66826, 2
0, 66802, 2
0, 66880, 18
0, 66828, 12
0, 66898, 2
0, 66840, 14
0, 66900, 2
0, 66854, 18
0, 66902, 2
0, 66872, 8
0, 66904, 2
0, 66954, 18
0, 66906, 14
0, 66972, 2
0, 66920, 16
0, 66974, 2
0, 66936, 18
0, 66976, 2
0, 67028, 18
0, 66978, 18
0, 67046, 2
0, 66996, 18
0, 67048, 2
0, 67014, 14
0, 67050, 2
0, 67142, 18
0, 67052, 6
0, 67160, 2
0, 67058, 52
0, 67162, 2
0, 67110, 24
0, 67164, 2
0, 67134, 8
0, 67236, 18
0, 67166, 8
0, 67254, 2
0, 67174, 30
0, 67256, 2
0, 67204, 26
0, 67258, 2
0, 67230, 6
0, 67260, 2
0, 67342, 18
0, 67262, 10
0, 67360, 2
0, 67272, 54
0, 67362, 2
0, 67326, 16
0, 67364, 2
0, 67438, 18
0, 67366, 10
0, 67456, 2
0, 67376, 16
0, 67458, 2
0, 67392, 8
0, 67460, 2
0, 67400, 38
0, 67510, 18
0, 67462, 14
0, 67528, 2
0, 67476, 20
0, 67530, 2
0, 67496, 14
0, 67532, 2
0, 67584, 18
0, 67534, 2
0, 67602, 2
0, 67536, 12
0, 67604, 2
0, 67548, 32
0, 67606, 2
0, 67580, 4
0, 67608, 2
0, 67676, 20
0, 67610, 14
0, 67696, 2
0, 67624, 44
0, 67698, 2
0, 67668, 8
0, 67774, 18
0, 67700, 6
0, 67792, 2
0, 67706, 16
0, 67794, 2
0, 67722, 26
0, 67796, 2
0, 67748, 26
0, 67798, 2
0, 67876, 20
0, 67800, 30
0, 67896, 2
0, 67830, 34
0, 67898, 2
0, 67864, 12
0, 67900, 2
0, 67960, 18
0, 67902, 18
0, 67978, 2
0, 67920, 20
0, 67980, 2
0, 67940, 20
0, 67982, 4
0, 68086, 18
0, 67986, 20
0, 68104, 2
0, 68006, 58
0, 68106, 2
0, 68064, 22
0, 68108, 8
0, 68172, 18
0, 68116, 10
0, 68190, 2
0, 68126, 24
0, 68192, 2
0, 68150, 20
0, 68194, 2
0, 68170, 2
0, 68196, 2
0, 68256, 18
0, 68198, 14
0, 68274, 2
0, 68212, 18
0, 68276, 2
0, 68230, 14
0, 68278, 2
0, 68244, 12
0, 68332, 18
0, 68280, 14
0, 68350, 2
0, 68294, 24
0, 68352, 2
0, 68318, 14
0, 68354, 2
0, 68392, 18
0, 68356, 8
0, 68410, 2
0, 68364, 8
0, 68412, 2
0, 68372, 18
0, 68414, 2
0, 68390, 2
0, 68444, 18
0, 68416, 6
0, 68462, 2
0, 68422, 16
0, 68464, 2
0, 68438, 6
0, 68466, 4
0, 68532, 18
0, 68470, 4
0, 68550, 2
0, 68474, 28
0, 68552, 2
0, 68502, 24
0, 68554, 2
0, 68526, 6
0, 68608, 18
0, 68556, 2
0, 68626, 2
0, 68558, 22
0, 68628, 2
0, 68580, 14
0, 68630, 2
0, 68594, 14
0, 68632, 2
0, 68726, 18
0, 68634, 14
0, 68744, 2
0, 68648, 18
0, 68746, 2
0, 68666, 18
0, 68748, 2
0, 68684, 42
0, 68802, 18
0, 68750, 10
0, 68820, 2
0, 68760, 18
0, 68822, 2
0, 68778, 16
0, 68824, 2
0, 68794, 8
0, 68872, 18
0, 68826, 4
0, 68890, 2
0, 68830, 20
0, 68892, 2
0, 68850, 16
0, 68894, 2
0, 68866, 6
0, 68896, 2
0, 68940, 18
0, 68898, 10
0, 68958, 2
0, 68908, 20
0, 68960, 2
0, 68928, 12
0, 68962, 2
0, 69024, 18
0, 68964, 16
0, 69042, 2
0, 68980, 14
0, 69044, 2
0, 68994, 10
0, 69046, 2
0, 69004, 20
0, 69096, 18
0, 69048, 10
0, 69114, 2
0, 69058, 14
0, 69116, 2
0, 69072, 6
0, 69118, 2
0, 69078, 18
0, 69132, 18
0, 69120, 8
0, 69150, 2
0, 69128, 4
0, 69152, 4
0, 69170, 18
0, 69156, 2
0, 69188, 2
0, 69158, 8
0, 69190, 2
0, 69166, 4
0, 69192, 2
0, 69210, 18
0, 69194, 2
0, 69228, 2
0, 69196, 10
0, 69230, 2
0, 69206, 4
0, 69232, 2
0, 69250, 18
0, 69234, 2
0, 69268, 2
0, 69236, 8
0, 69270, 2
0, 69244, 6
0, 69272, 4
0, 69334, 18
0, 69276, 6
0, 69352, 2
0, 69282, 34
0, 69354, 2
0, 69316, 18
0, 69356, 2
0, 69408, 20
0, 69358, 16
0, 69428, 2
0, 69374, 20
0, 69430, 2
0, 69394, 14
0, 69432, 2
0, 69486, 18
0, 69434, 16
0, 69504, 2
0, 69450, 22
0, 69506, 2
0, 69472, 14
0, 69508, 2
0, 69560, 18
0, 69510, 14
0, 69578, 2
0, 69524, 20
0, 69580, 2
0, 69544, 14
0, 69582, 2
0, 69558, 2
0, 69664, 18
0, 69584, 14
0, 69682, 2
0, 69598, 16
0, 69684, 2
0, 69614, 14
0, 69686, 2
0, 69628, 36
0, 69730, 18
0, 69688, 8
0, 69748, 2
0, 69696, 16
0, 69750, 2
0, 69712, 18
0, 69752, 4
0, 69796, 18
0, 69756, 10
0, 69814, 2
0, 69766, 14
0, 69816, 2
0, 69780, 16
0, 69818, 2
0, 69892, 18
0, 69820, 16
0, 69910, 2
0, 69836, 14
0, 69912, 2
0, 69850, 42
0, 69914, 2
0, 69962, 18
0, 69916, 2
0, 69980, 2
0, 69918, 18
0, 69982, 2
0, 69936, 16
0, 69984, 2
0, 69952, 10
0, 70058, 18
0, 69986, 12
0, 70076, 2
0, 69998, 12
0, 70078, 2
0, 70010, 16
0, 70080, 2
0, 70026, 32
0, 70168, 18
0, 70082, 10
0, 70186, 2
0, 70092, 24
0, 70188, 2
0, 70116, 28
0, 70190, 2
0, 70144, 22
0, 70192, 2
0, 70166, 2
0, 70274, 18
0, 70194, 10
0, 70292, 2
0, 70204, 22
0, 70294, 2
0, 70226, 26
0, 70296, 2
0, 70252, 22
0, 70298, 2
0, 70372, 18
0, 70300, 22
0, 70390, 2
0, 70322, 22
0, 70392, 2
0, 70344, 22
0, 70394, 2
0, 70366, 6
0, 70396, 2
0, 70430, 18
0, 70398, 6
0, 70448, 2
0, 70404, 16
0, 70450, 2
0, 70420, 10
0, 70452, 2
0, 70476, 18
0, 70454, 12
0, 70494, 2
0, 70466, 10
0, 70496, 4
0, 70574, 18
0, 70500, 10
0, 70592, 2
0, 70510, 26
0, 70594, 2
0, 70536, 38
0, 70596, 2
0, 70664, 18
0, 70598, 6
0, 70682, 2
0, 70604, 48
0, 70684, 2
0, 70652, 12
0, 70686, 2
0, 70714, 18
0, 70688, 10
0, 70732, 2
0, 70698, 14
0, 70734, 2
0, 70712, 2
0, 70736, 2
0, 70760, 18
0, 70738, 4
0, 70778, 2
0, 70742, 12
0, 70780, 2
0, 70754, 6
0, 70782, 4
0, 70804, 18
0, 70786, 6
0, 70822, 2
0, 70792, 10
0, 70824, 2
0, 70802, 2
0, 70826, 2
0, 70878, 18
0, 70828, 10
0, 70896, 2
0, 70838, 14
0, 70898, 2
0, 70852, 12
0, 70900, 2
0, 70864, 14
0, 70960, 18
0, 70902, 22
0, 70978, 2
0, 70924, 18
0, 70980, 2
0, 70942, 16
0, 70982, 2
0, 70958, 2
0, 71040, 20
0, 70984, 24
0, 71060, 2
0, 71008, 16
0, 71062, 2
0, 71024, 16
0, 71064, 2
0, 71122, 18
0, 71066, 16
0, 71140, 2
0, 71082, 40
0, 71142, 6
0, 71174, 18
0, 71148, 2
0, 71192, 2
0, 71150, 12
0, 71194, 2
0, 71162, 10
0, 71196, 2
0, 71172, 2
0, 71222, 18
0, 71198, 6
0, 71240, 2
0, 71204, 16
0, 71242, 2
0, 71220, 2
0, 71244, 2
0, 71286, 18
0, 71246, 8
0, 71304, 2
0, 71254, 12
0, 71306, 2
0, 71266, 18
0, 71308, 2
0, 71284, 2
0, 71386, 18
0, 71310, 10
0, 71404, 2
0, 71320, 18
0, 71406, 2
0, 71338, 48
0, 71408, 2
0, 71476, 18
0, 71410, 22
0, 71494, 2
0, 71432, 22
0, 71496, 2
0, 71454, 20
0, 71498, 2
0, 71474, 2
0, 71564, 18
0, 71500, 8
0, 71582, 2
0, 71508, 24
0, 71584, 2
0, 71532, 26
0, 71586, 2
0, 71558, 6
0, 71646, 18
0, 71588, 8
0, 71664, 2
0, 71596, 22
0, 71666, 2
0, 71618, 20
0, 71668, 2
0, 71638, 8
0, 71730, 18
0, 71670, 10
0, 71748, 2
0, 71680, 26
0, 71750, 2
0, 71706, 20
0, 71752, 2
0, 71726, 4
0, 71754, 2
0, 71818, 18
0, 71756, 6
0, 71836, 2
0, 71762, 20
0, 71838, 2
0, 71782, 20
0, 71840, 2
0, 71802, 16
0, 71842, 2
0, 71902, 18
0, 71844, 8
0, 71920, 2
0, 71852, 20
0, 71922, 2
0, 71872, 20
0, 71924, 2
0, 71892, 10
0, 71992, 18
0, 71926, 10
0, 72010, 2
0, 71936, 26
0, 72012, 2
0, 71962, 14
0, 72014, 2
0, 71976, 16
0, 72016, 2
0, 72074, 18
0, 72018, 6
0, 72092, 2
0, 72024, 18
0, 72094, 2
0, 72042, 18
0, 72096, 2
0, 72060, 14
0, 72098, 2
0, 72154, 18
0, 72100, 2
0, 72172, 2
0, 72102, 22
0, 72174, 2
0, 72124, 18
0, 72176, 2
0, 72142, 12
0, 72178, 2
0, 72260, 18
0, 72180, 14
0, 72278, 2
0, 72194, 28
0, 72280, 2
0, 72222, 38
0, 72282, 2
0, 72332, 18
0, 72284, 8
0, 72350, 2
0, 72292, 16
0, 72352, 2
0, 72308, 20
0, 72354, 2
0, 72328, 4
0, 72408, 18
0, 72356, 22
0, 72426, 2
0, 72378, 18
0, 72428, 2
0, 72396, 12
0, 72430, 2
0, 72468, 18
0, 72432, 12
0, 72486, 2
0, 72444, 14
0, 72488, 2
0, 72458, 10
0, 72490, 2
0, 72542, 18
0, 72492, 6
0, 72560, 2
0, 72498, 18
0, 72562, 2
0, 72516, 16
0, 72564, 2
0, 72532, 10
0, 72566, 2
0, 72626, 18
0, 72568, 20
0, 72644, 2
0, 72588, 20
0, 72646, 2
0, 72608, 18
0, 72648, 4
0, 72700, 18
0, 72652, 10
0, 72718, 2
0, 72662, 18
0, 72720, 2
0, 72680, 20
0, 72722, 2
0, 72784, 18
0, 72724, 2
0, 72802, 2
0, 72726, 18
0, 72804, 2
0, 72744, 16
0, 72806, 2
0, 72760, 24
0, 72808, 2
0, 72860, 18
0, 72810, 24
0, 72878, 2
0, 72834, 14
0, 72880, 2
0, 72848, 12
0, 72882, 2
0, 72924, 18
0, 72884, 6
0, 72942, 2
0, 72890, 14
0, 72944, 2
0, 72904, 16
0, 72946, 2
0, 72920, 4
0, 72948, 2
0, 73026, 20
0, 72950, 14
0, 73046, 2
0, 72964, 14
0, 73048, 2
0, 72978, 36
0, 73050, 2
0, 73014, 12
0, 73100, 20
0, 73052, 12
0, 73120, 2
0, 73064, 20
0, 73122, 2
0, 73084, 16
0, 73124, 2
0, 73174, 18
0, 73126, 14
0, 73192, 2
0, 73140, 18
0, 73194, 2
0, 73158, 16
0, 73196, 2
0, 73266, 18
0, 73198, 12
0, 73284, 2
0, 73210, 14
0, 73286, 2
0, 73224, 34
0, 73288, 2
0, 73258, 8
0, 73364, 18
0, 73290, 8
0, 73382, 2
0, 73298, 18
0, 73384, 2
0, 73316, 18
0, 73386, 2
0, 73334, 30
0, 73438, 18
0, 73388, 8
0, 73456, 2
0, 73396, 20
0, 73458, 2
0, 73416, 16
0, 73460, 2
0, 73432, 6
0, 73528, 18
0, 73462, 10
0, 73546, 2
0, 73472, 30
0, 73548, 2
0, 73502, 24
0, 73550, 2
0, 73526, 2
0, 73618, 18
0, 73552, 8
0, 73636, 2
0, 73560, 18
0, 73638, 2
0, 73578, 18
0, 73640, 2
0, 73596, 22
0, 73642, 2
0, 73726, 18
0, 73644, 10
0, 73744, 2
0, 73654, 26
0, 73746, 2
0, 73680, 26
0, 73748, 2
0, 73706, 20
0, 73786, 18
0, 73750, 14
0, 73804, 2
0, 73764, 12
0, 73806, 2
0, 73776, 10
0, 73808, 2
0, 73866, 18
0, 73810, 8
0, 73884, 2
0, 73818, 18
0, 73886, 2
0, 73836, 30
0, 73888, 2
0, 73932, 18
0, 73890, 4
0, 73950, 2
0, 73894, 14
0, 73952, 2
0, 73908, 14
0, 73954, 2
0, 73922, 10
0, 73956, 2
0, 73992, 18
0, 73958, 8
0, 74010, 2
0, 73966, 16
0, 74012, 2
0, 73982, 10
0, 74014, 2
0, 74060, 18
0, 74016, 12
0, 74078, 2
0, 74028, 22
0, 74080, 2
0, 74050, 10
0, 74082, 2
0, 74194, 18
0, 74084, 2
0, 74212, 2
0, 74086, 36
0, 74214, 2
0, 74122, 22
0, 74216, 2
0, 74144, 50
0, 74218, 2
0, 74304, 18
0, 74220, 24
0, 74322, 2
0, 74244, 30
0, 74324, 2
0, 74274, 16
0, 74326, 2
0, 74290, 14
0, 74414, 18
0, 74328, 10
0, 74432, 2
0, 74338, 30
0, 74434, 2
0, 74368, 28
0, 74436, 2
0, 74396, 18
0, 74438, 2
0, 74552, 18
0, 74440, 42
0, 74570, 2
0, 74482, 30
0, 74572, 2
0, 74512, 36
0, 74574, 2
0, 74548, 4
0, 74672, 18
0, 74576, 36
0, 74690, 2
0, 74612, 28
0, 74692, 2
0, 74640, 30
0, 74694, 2
0, 74670, 2
0, 74756, 18
0, 74696, 2
0, 74774, 2
0, 74698, 28
0, 74776, 2
0, 74726, 22
0, 74778, 2
0, 74748, 8
0, 74780, 2
0, 74824, 18
0, 74782, 10
0, 74842, 2
0, 74792, 16
0, 74844, 2
0, 74808, 16
0, 74846, 4
0, 74964, 20
0, 74850, 14
0, 74984, 2
0, 74864, 16
0, 74986, 2
0, 74880, 80
0, 74988, 2
0, 74960, 4
0, 75106, 18
0, 74990, 24
0, 75124, 2
0, 75014, 40
0, 75126, 2
0, 75054, 40
0, 75128, 2
0, 75094, 12
0, 75244, 18
0, 75130, 24
0, 75262, 2
0, 75154, 20
0, 75264, 2
0, 75174, 50
0, 75266, 2
0, 75224, 20
0, 75328, 18
0, 75268, 26
0, 75346, 2
0, 75294, 14
0, 75348, 2
0, 75308, 20
0, 75350, 2
0, 75380, 18
0, 75352, 10
0, 75398, 2
0, 75362, 14
0, 75400, 2
0, 75376, 4
0, 75402, 2
0, 75430, 18
0, 75404, 6
0, 75448, 2
0, 75410, 14
0, 75450, 2
0, 75424, 6
0, 75452, 2
0, 75492, 18
0, 75454, 8
0, 75510, 2
0, 75462, 10
0, 75512, 2
0, 75472, 12
0, 75514, 2
0, 75484, 8
0, 75516, 2
0, 75598, 18
0, 75518, 4
0, 75616, 2
0, 75522, 28
0, 75618, 2
0, 75550, 24
0, 75620, 2
0, 75574, 24
0, 75622, 2
0, 75726, 20
0, 75624, 26
0, 75746, 2
0, 75650, 24
0, 75748, 2
0, 75674, 26
0, 75750, 2
0, 75700, 26
0, 75818, 18
0, 75752, 22
0, 75836, 2
0, 75774, 20
0, 75838, 2
0, 75794, 24
0, 75840, 2
0, 75946, 20
0, 75842, 20
0, 75966, 2
0, 75862, 30
0, 75968, 2
0, 75892, 40
0, 75970, 2
0, 75932, 14
0, 76046, 18
0, 75972, 6
0, 76064, 2
0, 75978, 42
0, 76066, 2
0, 76020, 22
0, 76068, 2
0, 76042, 4
0, 76126, 18
0, 76070, 6
0, 76144, 2
0, 76076, 32
0, 76146, 2
0, 76108, 16
0, 76148, 2
0, 76124, 2
0, 76218, 18
0, 76150, 2
0, 76236, 2
0, 76152, 24
0, 76238, 2
0, 76176, 26
0, 76240, 2
0, 76202, 16
0, 76242, 2
0, 76284, 18
0, 76244, 14
0, 76302, 2
0, 76258, 12
0, 76304, 2
0, 76270, 14
0, 76306, 2
0, 76426, 18
0, 76308, 2
0, 76444, 2
0, 76310, 36
0, 76446, 2
0, 76346, 42
0, 76448, 2
0, 76388, 38
0, 76450, 2
0, 76568, 18
0, 76452, 18
0, 76586, 2
0, 76470, 36
0, 76588, 2
0, 76506, 40
0, 76590, 2
0, 76546, 22
0, 76700, 18
0, 76592, 24
0, 76718, 2
0, 76616, 36
0, 76720, 2
0, 76652, 38
0, 76722, 2
0, 76690, 10
0, 76802, 18
0, 76724, 18
0, 76820, 2
0, 76742, 38
0, 76822, 2
0, 76780, 22
0, 76824, 2
0, 76886, 18
0, 76826, 8
0, 76904, 2
0, 76834, 18
0, 76906, 2
0, 76852, 26
0, 76908, 2
0, 76878, 8
0, 76910, 2
0, 77012, 18
0, 76912, 24
0, 77030, 2
0, 76936, 20
0, 77032, 2
0, 76956, 28
0, 77034, 2
0, 76984, 28
0, 77130, 18
0, 77036, 16
0, 77148, 2
0, 77052, 28
0, 77150, 2
0, 77080, 22
0, 77152, 2
0, 77102, 28
0, 77154, 2
0, 77234, 18
0, 77156, 8
0, 77252, 2
0, 77164, 26
0, 77254, 2
0, 77190, 18
0, 77256, 2
0, 77208, 24
0, 77258, 2
0, 77232, 2
0, 77338, 18
0, 77260, 26
0, 77356, 2
0, 77286, 22
0, 77358, 2
0, 77308, 26
0, 77360, 2
0, 77334, 4
0, 77444, 18
0, 77362, 8
0, 77462, 2
0, 77370, 28
0, 77464, 2
0, 77398, 32
0, 77466, 2
0, 77430, 14
0, 77468, 2
0, 77532, 18
0, 77470, 8
0, 77550, 2
0, 77478, 20
0, 77552, 2
0, 77498, 24
0, 77554, 2
0, 77522, 10
0, 77556, 2
0, 77604, 18
0, 77558, 2
0, 77622, 2
0, 77560, 14
0, 77624, 2
0, 77574, 12
0, 77626, 2
0, 77586, 18
0, 77628, 2
0, 77694, 18
0, 77630, 8
0, 77712, 2
0, 77638, 30
0, 77714, 2
0, 77668, 16
0, 77716, 2
0, 77684, 10
0, 77786, 18
0, 77718, 2
0, 77804, 2
0, 77720, 28
0, 77806, 2
0, 77748, 20
0, 77808, 2
0, 77768, 18
0, 77810, 2
0, 77874, 18
0, 77812, 8
0, 77892, 2
0, 77820, 26
0, 77894, 2
0, 77846, 20
0, 77896, 2
0, 77866, 8
0, 77898, 2
0, 77968, 18
0, 77900, 12
0, 77986, 2
0, 77912, 22
0, 77988, 2
0, 77934, 20
0, 77990, 2
0, 77954, 14
0, 77992, 2
0, 78092, 18
0, 77994, 14
0, 78110, 2
0, 78008, 32
0, 78112, 2
0, 78040, 40
0, 78114, 2
0, 78080, 12
0, 78188, 18
0, 78116, 14
0, 78206, 2
0, 78130, 18
0, 78208, 2
0, 78148, 24
0, 78210, 2
0, 78172, 16
0, 78272, 18
0, 78212, 2
0, 78290, 2
0, 78214, 22
0, 78292, 2
0, 78236, 18
0, 78294, 2
0, 78254, 18
0, 78296, 2
0, 78346, 18
0, 78298, 8
0, 78364, 2
0, 78306, 14
0, 78366, 2
0, 78320, 24
0, 78368, 2
0, 78344, 2
0, 78370, 2
0, 78400, 18
0, 78372, 4
0, 78418, 2
0, 78376, 14
0, 78420, 2
0, 78390, 10
0, 78422, 2
0, 78454, 18
0, 78424, 6
0, 78472, 2
0, 78430, 12
0, 78474, 2
0, 78442, 12
0, 78476, 2
0, 78534, 18
0, 78478, 10
0, 78552, 2
0, 78488, 14
0, 78554, 2
0, 78502, 10
0, 78556, 2
0, 78512, 22
0, 78630, 18
0, 78558, 4
0, 78648, 2
0, 78562, 26
0, 78650, 2
0, 78588, 20
0, 78652, 2
0, 78608, 16
0, 78654, 2
0, 78624, 6
0, 78738, 18
0, 78656, 2
0, 78756, 2
0, 78658, 18
0, 78758, 2
0, 78676, 26
0, 78760, 2
0, 78702, 32
0, 78762, 2
0, 78734, 4
0, 78860, 18
0, 78764, 10
0, 78878, 2
0, 78774, 28
0, 78880, 2
0, 78802, 28
0, 78882, 2
0, 78830, 30
0, 78884, 2
0, 78964, 18
0, 78886, 2
0, 78982, 2
0, 78888, 30
0, 78984, 2
0, 78918, 30
0, 78986, 2
0, 78948, 16
0, 79048, 18
0, 78988, 38
0, 79066, 2
0, 79026, 10
0, 79068, 2
0, 79036, 12
0, 79070, 2
0, 79100, 18
0, 79072, 8
0, 79118, 2
0, 79080, 10
0, 79120, 2
0, 79090, 10
0, 79122, 2
0, 79152, 18
0, 79124, 8
0, 79170, 2
0, 79132, 14
0, 79172, 2
0, 79146, 6
0, 79174, 2
0, 79210, 18
0, 79176, 14
0, 79228, 2
0, 79190, 14
0, 79230, 2
0, 79204, 6
0, 79232, 2
0, 79264, 18
0, 79234, 10
